index,unti1_rgb,unit1_bbox,unit1_centers,unit1_beam_index,num_objects
1277,./unit1/camera_data/image_BS1_1310_03_22_46.jpg,"[[740, 90, 898, 138]]","[0.853125, 0.2111111111111111, 0.16458333333333333, 0.08888888888888889]",52,1
1278,./unit1/camera_data/image_BS1_1268_03_22_41.jpg,"[[117, 89, 284, 144]]","[0.20885416666666667, 0.21574074074074073, 0.17395833333333333, 0.10185185185185185]",11,1
1279,./unit1/camera_data/image_BS1_5940_03_32_38.jpg,"[[632, 88, 784, 140]]","[0.7375, 0.2111111111111111, 0.15833333333333333, 0.0962962962962963]",44,1
1280,./unit1/camera_data/image_BS1_9486_03_40_16.jpg,"[[197, 82, 330, 127]]","[0.27447916666666666, 0.1935185185185185, 0.13854166666666667, 0.08333333333333333]",17,1
1281,./unit1/camera_data/image_BS1_4589_03_29_45.jpg,"[[729, 72, 848, 109]]","[0.8213541666666667, 0.1675925925925926, 0.12395833333333334, 0.06851851851851852]",52,1
1282,./unit1/camera_data/image_BS1_3887_03_28_15.jpg,"[[274, 89, 435, 142]]","[0.3692708333333333, 0.21388888888888888, 0.16770833333333332, 0.09814814814814815]",20,1
1283,./unit1/camera_data/image_BS1_3369_03_27_09.jpg,"[[595, 91, 751, 140]]","[0.7010416666666667, 0.21388888888888888, 0.1625, 0.09074074074074075]",42,1
1284,./unit1/camera_data/image_BS1_5894_03_32_32.jpg,"[[7, 90, 185, 143]]","[0.1, 0.21574074074074073, 0.18541666666666667, 0.09814814814814815]",7,1
1285,./unit1/camera_data/image_BS1_1263_03_22_40.jpg,"[[36, 91, 211, 145]]","[0.12864583333333332, 0.21851851851851853, 0.18229166666666666, 0.1]",7,1
1286,./unit1/camera_data/image_BS1_8100_03_37_15.jpg,"[[372, 73, 486, 111]]","[0.446875, 0.17037037037037037, 0.11875, 0.07037037037037037]",26,1
1287,./unit1/camera_data/image_BS1_9885_03_41_07.jpg,"[[520, 71, 633, 110]]","[0.6005208333333333, 0.1675925925925926, 0.11770833333333333, 0.07222222222222222]",39,1
1288,./unit1/camera_data/image_BS1_272_03_20_32.jpg,"[[792, 72, 907, 109]]","[0.8848958333333333, 0.1675925925925926, 0.11979166666666667, 0.06851851851851852]",55,1
1289,./unit1/camera_data/image_BS1_3873_03_28_13.jpg,"[[75, 90, 246, 142]]","[0.1671875, 0.21481481481481482, 0.178125, 0.0962962962962963]",9,1
1290,./unit1/camera_data/image_BS1_631_03_21_18.jpg,"[[406, 90, 565, 143]]","[0.5057291666666667, 0.21574074074074073, 0.165625, 0.09814814814814815]",29,1
1291,./unit1/camera_data/image_BS1_1013_03_22_08.jpg,"[[592, 72, 712, 111]]","[0.6791666666666667, 0.16944444444444445, 0.125, 0.07222222222222222]",44,1
1292,./unit1/camera_data/image_BS1_6263_03_33_19.jpg,"[[380, 71, 493, 111]]","[0.4546875, 0.1685185185185185, 0.11770833333333333, 0.07407407407407407]",27,1
1293,./unit1/camera_data/image_BS1_7422_03_35_48.jpg,"[[519, 73, 635, 112]]","[0.6010416666666667, 0.1712962962962963, 0.12083333333333333, 0.07222222222222222]",38,1
1294,./unit1/camera_data/image_BS1_3877_03_28_13.jpg,"[[151, 86, 295, 142]]","[0.23229166666666667, 0.2111111111111111, 0.15, 0.1037037037037037]",13,1
1295,./unit1/camera_data/image_BS1_1011_03_22_07.jpg,"[[613, 70, 734, 110]]","[0.7015625, 0.16666666666666666, 0.12604166666666666, 0.07407407407407407]",45,1
1296,./unit1/camera_data/image_BS1_3633_03_27_43.jpg,"[[535, 74, 642, 113]]","[0.6130208333333333, 0.17314814814814813, 0.11145833333333334, 0.07222222222222222]",39,1
1297,./unit1/camera_data/image_BS1_598_03_21_14.jpg,"[[201, 92, 354, 142]]","[0.2890625, 0.21666666666666667, 0.159375, 0.09259259259259259]",14,1
1299,./unit1/camera_data/image_BS1_8096_03_37_14.jpg,"[[422, 71, 534, 112]]","[0.4979166666666667, 0.16944444444444445, 0.11666666666666667, 0.07592592592592592]",29,1
1300,./unit1/camera_data/image_BS1_6290_03_33_23.jpg,"[[4, 76, 129, 113]]","[0.06927083333333334, 0.175, 0.13020833333333334, 0.06851851851851852]",6,1
1301,./unit1/camera_data/image_BS1_9847_03_41_02.jpg,"[[850, 75, 947, 112]]","[0.9359375, 0.17314814814814813, 0.10104166666666667, 0.06851851851851852]",57,1
1302,./unit1/camera_data/image_BS1_2553_03_25_24.jpg,"[[323, 92, 476, 139]]","[0.4161458333333333, 0.21388888888888888, 0.159375, 0.08703703703703704]",22,1
1303,./unit1/camera_data/image_BS1_599_03_21_14.jpg,"[[208, 90, 364, 143]]","[0.29791666666666666, 0.21574074074074073, 0.1625, 0.09814814814814815]",14,1
1304,./unit1/camera_data/image_BS1_572_03_21_11.jpg,"[[0, 86, 123, 136]]","[0.0640625, 0.20555555555555555, 0.128125, 0.09259259259259259]",4,1
1305,./unit1/camera_data/image_BS1_2526_03_25_21.jpg,"[[114, 89, 281, 143]]","[0.20572916666666666, 0.21481481481481482, 0.17395833333333333, 0.1]",10,1
1306,./unit1/camera_data/image_BS1_684_03_21_25.jpg,"[[887, 83, 960, 131]]","[0.9619791666666667, 0.19814814814814816, 0.07604166666666666, 0.08888888888888889]",59,1
1309,./unit1/camera_data/image_BS1_7846_03_36_42.jpg,"[[544, 89, 691, 142]]","[0.6432291666666666, 0.21388888888888888, 0.153125, 0.09814814814814815]",39,1
1310,./unit1/camera_data/image_BS1_1260_03_22_40.jpg,"[[3, 91, 163, 144]]","[0.08645833333333333, 0.2175925925925926, 0.16666666666666666, 0.09814814814814815]",4,1
1311,./unit1/camera_data/image_BS1_6500_03_33_50.jpg,"[[375, 91, 522, 142]]","[0.4671875, 0.21574074074074073, 0.153125, 0.09444444444444444]",26,1
1312,./unit1/camera_data/image_BS1_5359_03_31_23.jpg,"[[347, 92, 505, 143]]","[0.44375, 0.2175925925925926, 0.16458333333333333, 0.09444444444444444]",26,1
1314,./unit1/camera_data/image_BS1_3635_03_27_43.jpg,"[[501, 71, 621, 112]]","[0.584375, 0.16944444444444445, 0.125, 0.07592592592592592]",37,1
1315,./unit1/camera_data/image_BS1_653_03_21_21.jpg,"[[589, 90, 745, 140]]","[0.6947916666666667, 0.21296296296296297, 0.1625, 0.09259259259259259]",42,1
1317,./unit1/camera_data/image_BS1_3923_03_28_19.jpg,"[[759, 87, 921, 138]]","[0.875, 0.20833333333333334, 0.16875, 0.09444444444444444]",52,1
1318,./unit1/camera_data/image_BS1_2311_03_24_54.jpg,"[[0, 76, 127, 113]]","[0.06614583333333333, 0.175, 0.13229166666666667, 0.06851851851851852]",4,1
1320,./unit1/camera_data/image_BS1_5945_03_32_38.jpg,"[[697, 89, 856, 139]]","[0.8088541666666667, 0.2111111111111111, 0.165625, 0.09259259259259259]",49,1
1321,./unit1/camera_data/image_BS1_2814_03_25_58.jpg,"[[800, 72, 919, 108]]","[0.8953125, 0.16666666666666666, 0.12395833333333334, 0.06666666666666667]",55,1
1322,./unit1/camera_data/image_BS1_262_03_20_31.jpg,"[[878, 72, 952, 108]]","[0.953125, 0.16666666666666666, 0.07708333333333334, 0.06666666666666667]",59,1
1323,./unit1/camera_data/image_BS1_5926_03_32_36.jpg,"[[442, 90, 600, 142]]","[0.5427083333333333, 0.21481481481481482, 0.16458333333333333, 0.0962962962962963]",32,1
1324,./unit1/camera_data/image_BS1_2272_03_24_49.jpg,"[[594, 74, 702, 110]]","[0.675, 0.17037037037037037, 0.1125, 0.06666666666666667]",42,1
1325,./unit1/camera_data/image_BS1_264_03_20_31.jpg,"[[855, 71, 945, 106]]","[0.9375, 0.1638888888888889, 0.09375, 0.06481481481481481]",57,1
1326,./unit1/camera_data/image_BS1_8074_03_37_12.jpg,"[[652, 72, 762, 110]]","[0.7364583333333333, 0.1685185185185185, 0.11458333333333333, 0.07037037037037037]",46,1
1327,./unit1/camera_data/image_BS1_7025_03_34_57.jpg,"[[442, 90, 596, 141]]","[0.540625, 0.21388888888888888, 0.16041666666666668, 0.09444444444444444]",32,1
1328,./unit1/camera_data/image_BS1_2542_03_25_23.jpg,"[[251, 90, 408, 142]]","[0.34322916666666664, 0.21481481481481482, 0.16354166666666667, 0.0962962962962963]",17,1
1330,./unit1/camera_data/image_BS1_4348_03_29_14.jpg,"[[500, 89, 656, 140]]","[0.6020833333333333, 0.21203703703703702, 0.1625, 0.09444444444444444]",37,1
1331,./unit1/camera_data/image_BS1_2537_03_25_23.jpg,"[[216, 91, 372, 142]]","[0.30625, 0.21574074074074073, 0.1625, 0.09444444444444444]",17,1
1332,./unit1/camera_data/image_BS1_995_03_22_05.jpg,"[[765, 72, 894, 109]]","[0.8640625, 0.1675925925925926, 0.134375, 0.06851851851851852]",54,1
1333,./unit1/camera_data/image_BS1_3874_03_28_13.jpg,"[[91, 90, 259, 144]]","[0.18229166666666666, 0.21666666666666667, 0.175, 0.1]",11,1
1334,./unit1/camera_data/image_BS1_5905_03_32_33.jpg,"[[173, 90, 335, 143]]","[0.26458333333333334, 0.21574074074074073, 0.16875, 0.09814814814814815]",14,1
1335,./unit1/camera_data/image_BS1_4632_03_29_50.jpg,"[[252, 75, 377, 114]]","[0.32760416666666664, 0.175, 0.13020833333333334, 0.07222222222222222]",19,1
1336,./unit1/camera_data/image_BS1_6233_03_33_15.jpg,"[[763, 72, 880, 108]]","[0.8557291666666667, 0.16666666666666666, 0.121875, 0.06666666666666667]",54,1
1337,./unit1/camera_data/image_BS1_5364_03_31_24.jpg,"[[423, 92, 587, 146]]","[0.5260416666666666, 0.22037037037037038, 0.17083333333333334, 0.1]",29,1
1338,./unit1/camera_data/image_BS1_3631_03_27_42.jpg,"[[558, 72, 654, 110]]","[0.63125, 0.1685185185185185, 0.1, 0.07037037037037037]",39,1
1340,./unit1/camera_data/image_BS1_9266_03_39_47.jpg,"[[803, 74, 946, 114]]","[0.9109375, 0.17407407407407408, 0.14895833333333333, 0.07407407407407407]",55,1
1341,./unit1/camera_data/image_BS1_1029_03_22_10.jpg,"[[432, 72, 549, 112]]","[0.5109375, 0.17037037037037037, 0.121875, 0.07407407407407407]",32,1
1342,./unit1/camera_data/image_BS1_2830_03_26_00.jpg,"[[637, 72, 732, 110]]","[0.7130208333333333, 0.1685185185185185, 0.09895833333333333, 0.07037037037037037]",45,1
1343,./unit1/camera_data/image_BS1_7807_03_36_37.jpg,"[[2, 92, 69, 135]]","[0.03697916666666667, 0.2101851851851852, 0.06979166666666667, 0.07962962962962963]",2,1
1344,./unit1/camera_data/image_BS1_6258_03_33_19.jpg,"[[454, 72, 567, 110]]","[0.5317708333333333, 0.1685185185185185, 0.11770833333333333, 0.07037037037037037]",33,1
1345,./unit1/camera_data/image_BS1_1067_03_22_15.jpg,"[[0, 73, 116, 114]]","[0.06041666666666667, 0.17314814814814813, 0.12083333333333333, 0.07592592592592592]",3,1
1346,./unit1/camera_data/image_BS1_5136_03_30_55.jpg,"[[332, 76, 456, 114]]","[0.41041666666666665, 0.17592592592592593, 0.12916666666666668, 0.07037037037037037]",26,1
1347,./unit1/camera_data/image_BS1_6247_03_33_17.jpg,"[[588, 71, 705, 110]]","[0.6734375, 0.1675925925925926, 0.121875, 0.07222222222222222]",43,1
1349,./unit1/camera_data/image_BS1_8067_03_37_11.jpg,"[[713, 72, 826, 109]]","[0.8015625, 0.1675925925925926, 0.11770833333333333, 0.06851851851851852]",51,1
1350,./unit1/camera_data/image_BS1_2041_03_24_19.jpg,"[[622, 90, 778, 139]]","[0.7291666666666666, 0.21203703703703702, 0.1625, 0.09074074074074075]",45,1
1351,./unit1/camera_data/image_BS1_2589_03_25_29.jpg,"[[533, 88, 685, 140]]","[0.634375, 0.2111111111111111, 0.15833333333333333, 0.0962962962962963]",38,1
1352,./unit1/camera_data/image_BS1_9905_03_41_10.jpg,"[[274, 74, 373, 108]]","[0.33697916666666666, 0.1685185185185185, 0.103125, 0.06296296296296296]",17,1
1354,./unit1/camera_data/image_BS1_5954_03_32_40.jpg,"[[817, 89, 960, 138]]","[0.9255208333333333, 0.2101851851851852, 0.14895833333333333, 0.09074074074074075]",55,1
1355,./unit1/camera_data/image_BS1_5150_03_30_57.jpg,"[[167, 78, 290, 115]]","[0.23802083333333332, 0.1787037037037037, 0.128125, 0.06851851851851852]",14,1
1358,./unit1/camera_data/image_BS1_4641_03_29_52.jpg,"[[137, 77, 250, 120]]","[0.2015625, 0.1824074074074074, 0.11770833333333333, 0.07962962962962963]",14,1
1360,./unit1/camera_data/image_BS1_5896_03_32_32.jpg,"[[52, 89, 219, 143]]","[0.14114583333333333, 0.21481481481481482, 0.17395833333333333, 0.1]",6,1
1361,./unit1/camera_data/image_BS1_327_03_20_39.jpg,"[[372, 72, 491, 112]]","[0.44947916666666665, 0.17037037037037037, 0.12395833333333334, 0.07407407407407407]",27,1
1362,./unit1/camera_data/image_BS1_284_03_20_34.jpg,"[[698, 73, 814, 109]]","[0.7875, 0.1685185185185185, 0.12083333333333333, 0.06666666666666667]",49,1
1363,./unit1/camera_data/image_BS1_4842_03_30_17.jpg,"[[443, 90, 598, 140]]","[0.5421875, 0.21296296296296297, 0.16145833333333334, 0.09259259259259259]",32,1
1364,./unit1/camera_data/image_BS1_604_03_21_15.jpg,"[[240, 90, 398, 143]]","[0.33229166666666665, 0.21574074074074073, 0.16458333333333333, 0.09814814814814815]",17,1
1365,./unit1/camera_data/image_BS1_2531_03_25_22.jpg,"[[162, 89, 320, 142]]","[0.25104166666666666, 0.21388888888888888, 0.16458333333333333, 0.09814814814814815]",13,1
1367,./unit1/camera_data/image_BS1_5888_03_32_31.jpg,"[[7, 87, 100, 137]]","[0.05572916666666667, 0.2074074074074074, 0.096875, 0.09259259259259259]",3,1
1368,./unit1/camera_data/image_BS1_347_03_20_42.jpg,"[[154, 76, 281, 113]]","[0.2265625, 0.175, 0.13229166666666667, 0.06851851851851852]",13,1
1370,./unit1/camera_data/image_BS1_8607_03_38_21.jpg,"[[426, 90, 583, 143]]","[0.5255208333333333, 0.21574074074074073, 0.16354166666666667, 0.09814814814814815]",30,1
1371,./unit1/camera_data/image_BS1_9510_03_40_19.jpg,"[[463, 90, 615, 139]]","[0.5614583333333333, 0.21203703703703702, 0.15833333333333333, 0.09074074074074075]",34,1
1372,./unit1/camera_data/image_BS1_6845_03_34_34.jpg,"[[217, 75, 349, 114]]","[0.2947916666666667, 0.175, 0.1375, 0.07222222222222222]",17,1
1373,./unit1/camera_data/image_BS1_8061_03_37_10.jpg,"[[766, 72, 885, 109]]","[0.8598958333333333, 0.1675925925925926, 0.12395833333333334, 0.06851851851851852]",53,1
1374,./unit1/camera_data/image_BS1_2290_03_24_51.jpg,"[[334, 75, 450, 114]]","[0.4083333333333333, 0.175, 0.12083333333333333, 0.07222222222222222]",23,1
1375,./unit1/camera_data/image_BS1_8611_03_38_21.jpg,"[[478, 93, 631, 143]]","[0.5776041666666667, 0.21851851851851853, 0.159375, 0.09259259259259259]",36,1
1376,./unit1/camera_data/image_BS1_9523_03_40_20.jpg,"[[614, 92, 776, 146]]","[0.7239583333333334, 0.22037037037037038, 0.16875, 0.1]",44,1
1377,./unit1/camera_data/image_BS1_7023_03_34_57.jpg,"[[394, 90, 548, 141]]","[0.490625, 0.21388888888888888, 0.16041666666666668, 0.09444444444444444]",29,1
1378,./unit1/camera_data/image_BS1_9917_03_41_11.jpg,"[[98, 70, 209, 106]]","[0.15989583333333332, 0.16296296296296298, 0.115625, 0.06666666666666667]",11,1
1379,./unit1/camera_data/image_BS1_9891_03_41_08.jpg,"[[459, 71, 566, 109]]","[0.5338541666666666, 0.16666666666666666, 0.11145833333333334, 0.07037037037037037]",33,1
1380,./unit1/camera_data/image_BS1_1297_03_22_44.jpg,"[[547, 89, 696, 141]]","[0.6473958333333333, 0.21296296296296297, 0.15520833333333334, 0.0962962962962963]",39,1
1381,./unit1/camera_data/image_BS1_3342_03_27_06.jpg,"[[283, 90, 443, 143]]","[0.378125, 0.21574074074074073, 0.16666666666666666, 0.09814814814814815]",21,1
1382,./unit1/camera_data/image_BS1_5931_03_32_37.jpg,"[[514, 89, 667, 142]]","[0.6151041666666667, 0.21388888888888888, 0.159375, 0.09814814814814815]",37,1
1383,./unit1/camera_data/image_BS1_4310_03_29_09.jpg,"[[3, 80, 85, 137]]","[0.04583333333333333, 0.20092592592592592, 0.08541666666666667, 0.10555555555555556]",2,1
1384,./unit1/camera_data/image_BS1_4314_03_29_09.jpg,"[[5, 88, 157, 143]]","[0.084375, 0.21388888888888888, 0.15833333333333333, 0.10185185185185185]",4,1
1385,./unit1/camera_data/image_BS1_6270_03_33_20.jpg,"[[293, 74, 405, 112]]","[0.36354166666666665, 0.17222222222222222, 0.11666666666666667, 0.07037037037037037]",21,1
1386,./unit1/camera_data/image_BS1_5128_03_30_54.jpg,"[[434, 71, 550, 112]]","[0.5125, 0.16944444444444445, 0.12083333333333333, 0.07592592592592592]",31,1
1387,./unit1/camera_data/image_BS1_6861_03_34_36.jpg,"[[0, 69, 81, 115]]","[0.0421875, 0.17037037037037037, 0.084375, 0.08518518518518518]",3,1
1388,./unit1/camera_data/image_BS1_5348_03_31_22.jpg,"[[187, 91, 342, 144]]","[0.2755208333333333, 0.2175925925925926, 0.16145833333333334, 0.09814814814814815]",14,1
1389,./unit1/camera_data/image_BS1_2835_03_26_01.jpg,"[[570, 74, 664, 110]]","[0.6427083333333333, 0.17037037037037037, 0.09791666666666667, 0.06666666666666667]",39,1
1390,./unit1/camera_data/image_BS1_1299_03_22_44.jpg,"[[566, 89, 724, 142]]","[0.671875, 0.21388888888888888, 0.16458333333333333, 0.09814814814814815]",39,1
1391,./unit1/camera_data/image_BS1_4846_03_30_18.jpg,"[[467, 91, 612, 139]]","[0.5619791666666667, 0.21296296296296297, 0.15104166666666666, 0.08888888888888889]",33,1
1392,./unit1/camera_data/image_BS1_339_03_20_41.jpg,"[[254, 73, 377, 113]]","[0.32864583333333336, 0.17222222222222222, 0.128125, 0.07407407407407407]",20,1
1393,./unit1/camera_data/image_BS1_288_03_20_34.jpg,"[[672, 73, 784, 109]]","[0.7583333333333333, 0.1685185185185185, 0.11666666666666667, 0.06666666666666667]",47,1
1394,./unit1/camera_data/image_BS1_7812_03_36_38.jpg,"[[2, 90, 161, 143]]","[0.08489583333333334, 0.21574074074074073, 0.165625, 0.09814814814814815]",6,1
1395,./unit1/camera_data/image_BS1_2520_03_25_20.jpg,"[[57, 89, 228, 142]]","[0.1484375, 0.21388888888888888, 0.178125, 0.09814814814814815]",7,1
1396,./unit1/camera_data/image_BS1_3318_03_27_02.jpg,"[[0, 84, 106, 137]]","[0.05520833333333333, 0.20462962962962963, 0.11041666666666666, 0.09814814814814815]",3,1
1397,./unit1/camera_data/image_BS1_316_03_20_38.jpg,"[[462, 74, 575, 113]]","[0.5401041666666667, 0.17314814814814813, 0.11770833333333333, 0.07222222222222222]",34,1
1398,./unit1/camera_data/image_BS1_2807_03_25_57.jpg,"[[876, 73, 954, 118]]","[0.953125, 0.17685185185185184, 0.08125, 0.08333333333333333]",58,1
1399,./unit1/camera_data/image_BS1_1055_03_22_13.jpg,"[[140, 76, 253, 117]]","[0.2046875, 0.1787037037037037, 0.11770833333333333, 0.07592592592592592]",11,1
1400,./unit1/camera_data/image_BS1_2889_03_26_07.jpg,"[[719, 73, 822, 106]]","[0.8026041666666667, 0.16574074074074074, 0.10729166666666666, 0.06111111111111111]",2,1
1401,./unit1/camera_data/image_BS1_6269_03_33_20.jpg,"[[303, 74, 424, 112]]","[0.37864583333333335, 0.17222222222222222, 0.12604166666666666, 0.07037037037037037]",21,1
1403,./unit1/camera_data/image_BS1_267_03_20_32.jpg,"[[826, 72, 952, 108]]","[0.9260416666666667, 0.16666666666666666, 0.13125, 0.06666666666666667]",57,1
1404,./unit1/camera_data/image_BS1_4888_03_30_23.jpg,"[[746, 90, 902, 137]]","[0.8583333333333333, 0.2101851851851852, 0.1625, 0.08703703703703704]",51,1
1405,./unit1/camera_data/image_BS1_3398_03_27_13.jpg,"[[849, 84, 958, 135]]","[0.9411458333333333, 0.20277777777777778, 0.11354166666666667, 0.09444444444444444]",58,1
1406,./unit1/camera_data/image_BS1_4334_03_29_12.jpg,"[[290, 91, 452, 142]]","[0.38645833333333335, 0.21574074074074073, 0.16875, 0.09444444444444444]",22,1
1407,./unit1/camera_data/image_BS1_1271_03_22_41.jpg,"[[164, 91, 332, 144]]","[0.25833333333333336, 0.2175925925925926, 0.175, 0.09814814814814815]",13,1
1408,./unit1/camera_data/image_BS1_308_03_20_37.jpg,"[[525, 76, 638, 112]]","[0.6057291666666667, 0.17407407407407408, 0.11770833333333333, 0.06666666666666667]",37,1
1409,./unit1/camera_data/image_BS1_7869_03_36_45.jpg,"[[854, 85, 960, 134]]","[0.9447916666666667, 0.20277777777777778, 0.11041666666666666, 0.09074074074074075]",59,1
1411,./unit1/camera_data/image_BS1_1284_03_22_43.jpg,"[[352, 91, 508, 142]]","[0.4479166666666667, 0.21574074074074073, 0.1625, 0.09444444444444444]",26,1
1412,./unit1/camera_data/image_BS1_4364_03_29_16.jpg,"[[718, 88, 876, 137]]","[0.8302083333333333, 0.20833333333333334, 0.16458333333333333, 0.09074074074074075]",49,1
1413,./unit1/camera_data/image_BS1_990_03_22_05.jpg,"[[824, 72, 944, 109]]","[0.9208333333333333, 0.1675925925925926, 0.125, 0.06851851851851852]",57,1
1414,./unit1/camera_data/image_BS1_673_03_21_24.jpg,"[[785, 89, 954, 139]]","[0.9057291666666667, 0.2111111111111111, 0.17604166666666668, 0.09259259259259259]",55,1
1415,./unit1/camera_data/image_BS1_4616_03_29_48.jpg,"[[438, 72, 562, 112]]","[0.5208333333333334, 0.17037037037037037, 0.12916666666666668, 0.07407407407407407]",32,1
1416,./unit1/camera_data/image_BS1_6486_03_33_48.jpg,"[[222, 92, 380, 144]]","[0.31354166666666666, 0.21851851851851853, 0.16458333333333333, 0.0962962962962963]",17,1
1417,./unit1/camera_data/image_BS1_5911_03_32_34.jpg,"[[255, 90, 414, 143]]","[0.3484375, 0.21574074074074073, 0.165625, 0.09814814814814815]",17,1
1418,./unit1/camera_data/image_BS1_3388_03_27_11.jpg,"[[772, 89, 938, 141]]","[0.890625, 0.21296296296296297, 0.17291666666666666, 0.0962962962962963]",53,1
1420,./unit1/camera_data/image_BS1_9308_03_39_53.jpg,"[[117, 72, 227, 106]]","[0.17916666666666667, 0.1648148148148148, 0.11458333333333333, 0.06296296296296296]",11,1
1421,./unit1/camera_data/image_BS1_5891_03_32_32.jpg,"[[5, 86, 157, 142]]","[0.084375, 0.2111111111111111, 0.15833333333333333, 0.1037037037037037]",3,1
1422,./unit1/camera_data/image_BS1_9284_03_39_49.jpg,"[[478, 72, 593, 110]]","[0.5578125, 0.1685185185185185, 0.11979166666666667, 0.07037037037037037]",34,1
1423,./unit1/camera_data/image_BS1_1280_03_22_42.jpg,"[[296, 92, 459, 143]]","[0.3932291666666667, 0.2175925925925926, 0.16979166666666667, 0.09444444444444444]",22,1
1424,./unit1/camera_data/image_BS1_2518_03_25_20.jpg,"[[43, 90, 210, 144]]","[0.13177083333333334, 0.21666666666666667, 0.17395833333333333, 0.1]",7,1
1425,./unit1/camera_data/image_BS1_984_03_22_04.jpg,"[[877, 73, 952, 110]]","[0.9526041666666667, 0.16944444444444445, 0.078125, 0.06851851851851852]",59,1
1426,./unit1/camera_data/image_BS1_2813_03_25_58.jpg,"[[818, 71, 935, 108]]","[0.9130208333333333, 0.16574074074074074, 0.121875, 0.06851851851851852]",55,1
1427,./unit1/camera_data/image_BS1_9306_03_39_52.jpg,"[[142, 73, 250, 105]]","[0.20416666666666666, 0.1648148148148148, 0.1125, 0.05925925925925926]",11,1
1428,./unit1/camera_data/image_BS1_2528_03_25_21.jpg,"[[149, 88, 297, 143]]","[0.23229166666666667, 0.21388888888888888, 0.15416666666666667, 0.10185185185185185]",11,1
1429,./unit1/camera_data/image_BS1_8073_03_37_11.jpg,"[[658, 73, 772, 109]]","[0.7447916666666666, 0.1685185185185185, 0.11875, 0.06666666666666667]",48,1
1431,./unit1/camera_data/image_BS1_6257_03_33_19.jpg,"[[463, 73, 575, 112]]","[0.540625, 0.1712962962962963, 0.11666666666666667, 0.07222222222222222]",33,1
1432,./unit1/camera_data/image_BS1_5380_03_31_26.jpg,"[[651, 91, 815, 144]]","[0.7635416666666667, 0.2175925925925926, 0.17083333333333334, 0.09814814814814815]",46,1
1433,./unit1/camera_data/image_BS1_4359_03_29_15.jpg,"[[655, 88, 804, 138]]","[0.7598958333333333, 0.20925925925925926, 0.15520833333333334, 0.09259259259259259]",45,1
1435,./unit1/camera_data/image_BS1_321_03_20_39.jpg,"[[431, 72, 536, 111]]","[0.5036458333333333, 0.16944444444444445, 0.109375, 0.07222222222222222]",30,1
1436,./unit1/camera_data/image_BS1_6501_03_33_50.jpg,"[[381, 91, 532, 143]]","[0.47552083333333334, 0.21666666666666667, 0.15729166666666666, 0.0962962962962963]",27,1
1437,./unit1/camera_data/image_BS1_354_03_20_43.jpg,"[[72, 75, 193, 115]]","[0.13802083333333334, 0.17592592592592593, 0.12604166666666666, 0.07407407407407407]",8,1
1438,./unit1/camera_data/image_BS1_2836_03_26_01.jpg,"[[551, 73, 651, 111]]","[0.6260416666666667, 0.17037037037037037, 0.10416666666666667, 0.07037037037037037]",39,1
1440,./unit1/camera_data/image_BS1_8629_03_38_24.jpg,"[[729, 91, 891, 141]]","[0.84375, 0.21481481481481482, 0.16875, 0.09259259259259259]",49,1
1441,./unit1/camera_data/image_BS1_1033_03_22_10.jpg,"[[387, 72, 502, 112]]","[0.4630208333333333, 0.17037037037037037, 0.11979166666666667, 0.07407407407407407]",29,1
1443,./unit1/camera_data/image_BS1_1294_03_22_44.jpg,"[[499, 90, 655, 142]]","[0.6010416666666667, 0.21481481481481482, 0.1625, 0.0962962962962963]",34,1
1444,./unit1/camera_data/image_BS1_5900_03_32_33.jpg,"[[106, 90, 274, 144]]","[0.19791666666666666, 0.21666666666666667, 0.175, 0.1]",11,1
1445,./unit1/camera_data/image_BS1_5351_03_31_22.jpg,"[[237, 92, 397, 143]]","[0.3302083333333333, 0.2175925925925926, 0.16666666666666666, 0.09444444444444444]",17,1
1446,./unit1/camera_data/image_BS1_5952_03_32_39.jpg,"[[793, 89, 960, 138]]","[0.9130208333333333, 0.2101851851851852, 0.17395833333333333, 0.09074074074074075]",55,1
1447,./unit1/camera_data/image_BS1_3636_03_27_43.jpg,"[[495, 72, 607, 113]]","[0.5739583333333333, 0.1712962962962963, 0.11666666666666667, 0.07592592592592592]",34,1
1448,./unit1/camera_data/image_BS1_4812_03_30_13.jpg,"[[264, 89, 417, 140]]","[0.3546875, 0.21203703703703702, 0.159375, 0.09444444444444444]",17,1
1449,./unit1/camera_data/image_BS1_7029_03_34_58.jpg,"[[522, 90, 676, 141]]","[0.6239583333333333, 0.21388888888888888, 0.16041666666666668, 0.09444444444444444]",39,1
1450,./unit1/camera_data/image_BS1_570_03_21_11.jpg,"[[2, 84, 108, 137]]","[0.057291666666666664, 0.20462962962962963, 0.11041666666666666, 0.09814814814814815]",4,1
1451,./unit1/camera_data/image_BS1_303_03_20_36.jpg,"[[568, 73, 658, 110]]","[0.6385416666666667, 0.16944444444444445, 0.09375, 0.06851851851851852]",39,1
1452,./unit1/camera_data/image_BS1_585_03_21_13.jpg,"[[90, 90, 258, 144]]","[0.18125, 0.21666666666666667, 0.175, 0.1]",9,1
1453,./unit1/camera_data/image_BS1_664_03_21_23.jpg,"[[698, 90, 854, 139]]","[0.8083333333333333, 0.21203703703703702, 0.1625, 0.09074074074074075]",49,1
